id,target
ZzBoUzhRWTJiUklUSFBmcvePB0mj6gXu4ccgO4D8tMY=,0.993131300398185
ZXpMMGFkckZKUFZnNFhEcfpxtvUkXw8MT9SmZ5QMSFM=,0.988468624982755
ZXFvRUtCbHprNEFwTGhXeUW2li6mAuKkVtInfU/eHx4=,0.997409869334844
ZWNKQ1lnN3BPRjBQYXVJZGd7qzqw5/wqaNJYFL9R6Yc=,0.996488858804967
ZWFmR3pOWHlpN1ZUSE9Tc1793NyktdlYX7cTbSwf8no=,0.992327010182063
ZWcwdThXVGJSN3JGQjlQY2lN1B6FIj6JoFhdeCXYUx4=,0.980714816193404
ZW9IYjI1ZFB0blhUZnlXUf3oJEi+9Rv3nHjbLx6HlG0=,0.996504069507516
ZUU4MVRaSU1jdHFESFZ3Qvpkd4iW9jQnRnp5rQ4wtV4=,1.00593195879088
ZUlKTDdpRmtEQ3FWdnk5cHEkui2Q2VWIe6YRxOp9a1c=,1.0012005146355
ZUJJQTYyczVEanlMSE9HSo0Xbf5PmeF+hkZ06M28UN4=,0.988179639410068
ZU5wNFlVZmJvQnoyeXh3S4NQV4pWSLHQx8rwJYcG0Ws=,0.999828107869931
ZTN3STIwT0p4N2dSdTREb4efWUCsX60tNf+BAV+fACU=,0.989530351112863
ZTM0SHdzamJUdkljbHpTb640RvkSi/MzLrDv4juTLnA=,1.01589171794691
ZTgxZlMwdWlBN3ZCZ3I0ec4jWIAINgE8My0DU6dfnMY=,1.00297175901696
ZTA1ZzgzVVZqbVBJMkdxazcmTvlPQOUb+xfXB15+adQ=,1.00884459759804
ZnVqQnR3M2wxcGIweGdjWRY3vhicuf+4Xs3EwGlCHRQ=,0.998974050911364
Zno5ckNoQURTYTJURzhJUutZuKco28qIFT5w395E68s=,0.991845110212838
ZnNoUmlXWlNuWTkzWDB4NfJnJGm/0tjJ2W2YJp8MwvI=,0.989026814630077
ZnhTUnV5cFpGTHZsblBRd2m9o5dhZ1nHsvCZllvT+w0=,1.01338762896782
ZndGVGVYTEhxa2wzSW1nNLgoofx1LIuv1aZLYV+REUo=,0.99660196198812
ZmRrOTJWQktGQ0wzN1NJenIHrDunE+WQyR2jE8nc7NA=,0.990491407273355
ZmprUmxXWGFjSWhIMm5GStOmWQUckZ6WNWIyg+CU5vE=,1.00506141750098
ZmJ0d3hQeVMwYThRcE5Ga/aoR1Ix/fku8PjwsAKh6AA=,0.990771096492999
ZmhJU3JYRllDVG1BcHZOVruWM4y8uR3Zq7Us9g23pRE=,0.938923683184125
ZmFCTDNqOEZ1VWJ4U0huTjZTtDZJuUVoA8zEFCp1U+o=,0.98647195098162
Zm9LWXdxeU5QTGFKOUVRTXTKj/dJsZG1ZwNteS54EdU=,1.02690461243728
ZlprUXdyNzVsQ285Ymh0Z+q5f5JVRybyz68rR8n3rKM=,1.00323587055642
ZlhrQTB1aENQckY0QjFWNtGYZaSGoC0jYX8MIg5GNVQ=,0.999396211789076
ZkxBTTkwVjNrcVJ6bnRYSZZmJAW5mRZHz40LeB+dTgQ=,0.991898064544127
ZkU3cTUzZDZ6YnVWWFNvVP6m3MUzoVy5RsH4iWFpnQI=,1.00413772130053
ZkhwUTJSeVVDM2JhNUZBeueDzL/fVhKJm86ISU3dWw0=,1.00151339985817
Zkd5RFY2N3BQMVN4S1JUWXu3khR1xkpjy2Bpo9r9FtE=,0.994021373094877
